date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:16	13139/13139	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2001:20:19%20GMT	https://themes.3rdwavemedia.com/devcard/bs5/blog-home.html	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/blog-home.html	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:17	11016/11016	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2001:20:19%20GMT	https://themes.3rdwavemedia.com/devcard/bs5/contact.html	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/contact.html	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:17	16005/16005	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2001:20:19%20GMT	https://themes.3rdwavemedia.com/devcard/bs5/project.html	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/project.html	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:17	14323/14323	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2001:20:19%20GMT	https://themes.3rdwavemedia.com/devcard/bs5/blog-home-alt.html	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/blog-home-alt.html	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:17	15578/15578	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2001:20:20%20GMT	https://themes.3rdwavemedia.com/devcard/bs5/blog-post.html	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/blog-post.html	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:17	138971/138971	---M--	200	added ('OK')	image/jpeg	etag:%2221edb-5c2646d083968%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/profile-lg.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/profile-lg.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:18	55823/55823	---M--	200	added ('OK')	image/png	etag:%22da0f-5c2646cebe2de%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/clients/profile-1.png	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/clients/profile-1.png	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:18	61262/61262	---M--	200	added ('OK')	image/png	etag:%22ef4e-5c2646ceef418%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/clients/profile-2.png	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/clients/profile-2.png	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:18	52116/52116	---M--	200	added ('OK')	image/png	etag:%22cb94-5c2646cf09a01%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/clients/profile-3.png	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/clients/profile-3.png	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:19	67821/67821	---M--	200	added ('OK')	image/png	etag:%22108ed-5c2646cf48600%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/clients/profile-4.png	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/clients/profile-4.png	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:19	56941/56941	---M--	200	added ('OK')	image/png	etag:%22de6d-5c2646cf783b1%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/clients/profile-5.png	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/clients/profile-5.png	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:19	52208/52208	---M--	200	added ('OK')	image/png	etag:%22cbf0-5c2646cfb295e%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/clients/profile-6.png	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/clients/profile-6.png	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:20	129480/129480	---M--	200	added ('OK')	image/jpeg	etag:%221f9c8-5c2646d242679%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-2.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-2.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:20	79050/79050	---M--	200	added ('OK')	image/jpeg	etag:%22134ca-5c2646d25478f%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-1.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-1.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:20	100331/100331	---M--	200	added ('OK')	image/jpeg	etag:%22187eb-5c2646d2ed8fe%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-3.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-3.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:20	37448/37448	---M--	200	added ('OK')	image/jpeg	etag:%229248-5c2646cd0d863%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-card-1.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-card-1.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:21	184433/184433	---M--	200	added ('OK')	image/jpeg	etag:%222d071-5c2646cdd53fb%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-card-2.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-card-2.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:21	130994/130994	---M--	200	added ('OK')	image/jpeg	etag:%221ffb2-5c2646d2db017%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-4.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-4.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:21	141468/141468	---M--	200	added ('OK')	image/jpeg	etag:%222289c-5c2646cd88d37%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-card-3.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-card-3.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:21	19726/19726	---M-Z	200	added ('OK')	application/javascript	etag:%224d0e-5fded2758e9af-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/plugins/popper.min.js	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/plugins/popper.min.js	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:21	60635/60635	---M-Z	200	added ('OK')	application/javascript	etag:%22ecdb-622018341ef4a-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/plugins/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/plugins/bootstrap/js/bootstrap.min.js	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:21	31966/31966	---M-Z	200	added ('OK')	application/javascript	etag:%227cde-5fded5f959ad2-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/plugins/tiny-slider/min/tiny-slider.js	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/plugins/tiny-slider/min/tiny-slider.js	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:22	500/500	---M-Z	200	added ('OK')	application/javascript	etag:%221f4-5c2646d5a6e37-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/js/testimonials.js	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/js/testimonials.js	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:22	1534/1534	---M-Z	200	added ('OK')	application/javascript	etag:%225fe-5c2646d627515-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/js/demo/style-switcher.js	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/js/demo/style-switcher.js	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:22	1929/1929	---M-Z	200	added ('OK')	application/javascript	etag:%22789-5c2646e911896-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/plugins/js-cookie.min.js	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/plugins/js-cookie.min.js	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:22	1079/1079	---M-Z	200	added ('OK')	application/javascript	etag:%22437-5c2646d4f5df0-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/js/dark-mode.js	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/js/dark-mode.js	(from https://themes.3rdwavemedia.com/devcard/bs5/index.html)
19:20:23	120645/120645	---M--	200	added ('OK')	image/jpeg	etag:%221d745-5c2646d3d44b8%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-5.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-5.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/portfolio.html)
19:20:23	171111/171111	---M--	200	added ('OK')	image/jpeg	etag:%2229c67-5c2646d3acfc2%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-7.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-7.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/portfolio.html)
19:20:23	131057/131057	---M--	200	added ('OK')	image/jpeg	etag:%221fff1-5c2646d343c05%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-6.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-6.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/portfolio.html)
19:20:24	5594/5594	---M-Z	200	added ('OK')	application/javascript	etag:%2215da-5c2646d6b6658-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/plugins/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/plugins/imagesloaded.pkgd.min.js	(from https://themes.3rdwavemedia.com/devcard/bs5/portfolio.html)
19:20:24	103892/103892	---M--	200	added ('OK')	image/jpeg	etag:%22195d4-5c2646d3a2f97%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-8.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-8.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/portfolio.html)
19:20:24	35445/35445	---M-Z	200	added ('OK')	application/javascript	etag:%228a75-5c2646d6a1a48-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/plugins/isotope.pkgd.min.js	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/plugins/isotope.pkgd.min.js	(from https://themes.3rdwavemedia.com/devcard/bs5/portfolio.html)
19:20:24	925/925	---M-Z	200	added ('OK')	application/javascript	etag:%2239d-5c2646d52f7e4-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/js/isotope-custom.js	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/js/isotope-custom.js	(from https://themes.3rdwavemedia.com/devcard/bs5/portfolio.html)
19:20:24	1063/1063	---M-Z	200	added ('OK')	application/javascript	etag:%22427-5c2646d57c678-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/js/pricing.js	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/js/pricing.js	(from https://themes.3rdwavemedia.com/devcard/bs5/services.html)
19:20:25	40412/40412	---M--	200	added ('OK')	image/png	etag:%229ddc-5c2646d17260e%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/resume-profile.png	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/resume-profile.png	(from https://themes.3rdwavemedia.com/devcard/bs5/resume.html)
19:20:25	77447/77447	---M--	200	added ('OK')	image/jpeg	etag:%2212e87-5c2646cd7c5fb%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-card-4.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-card-4.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-home.html)
19:20:25	82953/82953	---M--	200	added ('OK')	image/jpeg	etag:%2214409-5c2646cfeee4b%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-card-5.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-card-5.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-home.html)
19:20:26	94868/94868	---M--	200	added ('OK')	image/jpeg	etag:%2217294-5c2646cdce698%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-card-6.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-card-6.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-home.html)
19:20:26	117267/117267	---M--	200	added ('OK')	image/jpeg	etag:%221ca13-5c2646d4347eb%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-figure-1.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-figure-1.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/project.html)
19:20:26	20094/20094	---M--	200	added ('OK')	image/jpeg	etag:%224e7e-5c2646cb9d157%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-1.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-1.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-home-alt.html)
19:20:26	111684/111684	---M--	200	added ('OK')	image/jpeg	etag:%221b444-5c2646d4714a8%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-figure-2.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/project/project-figure-2.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/project.html)
19:20:27	40712/40712	---M--	200	added ('OK')	image/jpeg	etag:%229f08-5c2646cbab7d4%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-2.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-2.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-home-alt.html)
19:20:27	40292/40292	---M--	200	added ('OK')	image/jpeg	etag:%229d64-5c2646cbd925d%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-3.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-3.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-home-alt.html)
19:20:27	12648/12648	---M--	200	added ('OK')	image/jpeg	etag:%223168-5c2646cc5722a%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-4.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-4.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-home-alt.html)
19:20:27	22485/22485	---M--	200	added ('OK')	image/jpeg	etag:%2257d5-5c2646cc64cef%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-5.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-5.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-home-alt.html)
19:20:27	29577/29577	---M--	200	added ('OK')	image/jpeg	etag:%227389-5c2646cc92b5f%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-6.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-thumb-6.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-home-alt.html)
19:20:28	826/826	---M-Z	200	added ('OK')	text/css	etag:%2233a-5fded26eda682-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/plugins/highlight/styles/monokai-sublime.min.css	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/plugins/highlight/styles/monokai-sublime.min.css	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-post.html)
19:20:28	93065/93065	---M-Z	200	added ('OK')	application/javascript	etag:%22824beb891744db98ccbd3a456e59e0f7+gzip%22	https://platform.twitter.com/widgets.js	C:/My%20Web%20Sites/new_portfolio/platform.twitter.com/widgets.js	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-post.html)
19:20:29	84018/84018	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2024%20Apr%202025%2001:20:31%20GMT	https://3wmthemes.disqus.com/embed.js	C:/My%20Web%20Sites/new_portfolio/3wmthemes.disqus.com/embed.js	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-post.html)
19:20:35	117604/117604	---M-Z	200	added ('OK')	application/javascript	etag:%2262538559-9c36%22	http://cdnjs.cloudflare.com/ajax/libs/highlight.js/11.5.1/highlight.min.js	C:/My%20Web%20Sites/new_portfolio/cdnjs.cloudflare.com/ajax/libs/highlight.js/11.5.1/highlight.min.js	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-post.html)
19:20:35	636618/636618	---M--	200	added ('OK')	image/jpeg	etag:%229b6ca-5c2646cc552e9%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-banner.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/blog/blog-post-banner.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-post.html)
19:20:35	379502/379502	---M--	200	added ('OK')	image/jpeg	etag:%225ca6e-5c2646d17c252%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/images/promo-banner.jpg	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/images/promo-banner.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-post.html)
19:20:35	263/263	---M-Z	200	added ('OK')	application/javascript	etag:%22107-5c2646d1977db-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/assets/js/blog.js	C:/My%20Web%20Sites/new_portfolio/themes.3rdwavemedia.com/devcard/bs5/assets/js/blog.js	(from https://themes.3rdwavemedia.com/devcard/bs5/blog-post.html)
